code_module,code_presentation,id_student,assessments_submitted_cutoff,avg_assessment_score_cutoff,sum_weighted_score_cutoff,latest_submit_day_cutoff
DDD,2014J,679582,3,78.33333333333333,19.25,69
DDD,2014J,679760,1,40.0,2.0,18
DDD,2014J,679777,3,88.33333333333333,22.0,61
DDD,2014J,679854,3,93.33333333333333,23.0,61
DDD,2014J,679897,3,65.0,15.75,62
DDD,2014J,680017,3,86.0,21.3,59
DDD,2014J,680025,3,83.33333333333333,21.25,59
DDD,2014J,680087,3,90.0,23.0,59
DDD,2014J,680314,1,95.0,4.75,16
DDD,2014J,680331,3,76.66666666666667,19.25,62
DDD,2014J,680373,3,91.0,22.8,58
DDD,2014J,680414,1,60.0,3.0,11
DDD,2014J,680431,3,72.66666666666667,18.3,62
DDD,2014J,680492,3,78.33333333333333,20.0,60
DDD,2014J,680626,3,57.666666666666664,15.05,62
DDD,2014J,680728,3,64.33333333333333,15.8,61
DDD,2014J,680733,2,67.5,10.5,41
DDD,2014J,680764,3,48.333333333333336,11.75,62
DDD,2014J,680812,3,67.66666666666667,16.55,73
DDD,2014J,680817,3,82.66666666666667,21.55,68
DDD,2014J,680973,3,78.33333333333333,19.75,62
DDD,2014J,680981,2,57.5,7.75,48
DDD,2014J,680996,2,72.5,11.0,41
DDD,2014J,681059,3,85.0,21.0,62
DDD,2014J,681125,3,35.0,9.25,83
DDD,2014J,681211,3,75.0,18.75,62
DDD,2014J,681241,3,76.66666666666667,19.75,65
DDD,2014J,681356,3,66.66666666666667,16.5,62
DDD,2014J,681425,3,76.0,18.55,59
DDD,2014J,681440,3,71.0,18.3,61
DDD,2014J,681495,2,75.0,11.75,41
DDD,2014J,681528,3,54.333333333333336,13.8,62
DDD,2014J,681705,3,80.0,19.75,62
DDD,2014J,681729,3,96.0,23.8,61
DDD,2014J,681746,3,78.33333333333333,20.0,62
DDD,2014J,681799,3,88.33333333333333,22.0,61
DDD,2014J,681854,3,66.66666666666667,16.75,62
DDD,2014J,681872,1,80.0,4.0,22
DDD,2014J,681923,3,71.66666666666667,17.75,62
DDD,2014J,682018,2,52.5,7.75,40
DDD,2014J,682022,3,71.66666666666667,19.0,61
DDD,2014J,682031,3,57.666666666666664,15.05,61
DDD,2014J,682117,3,75.0,19.0,62
DDD,2014J,682294,3,91.66666666666667,23.0,61
DDD,2014J,682299,3,81.0,20.55,60
DDD,2014J,682306,3,81.66666666666667,21.0,61
DDD,2014J,682385,3,76.0,19.3,62
DDD,2014J,682541,3,80.0,20.25,69
DDD,2014J,682660,3,74.33333333333333,18.3,61
DDD,2014J,682684,3,89.33333333333333,22.05,62
DDD,2014J,682692,3,86.0,22.3,61
DDD,2014J,682740,3,71.0,17.55,61
DDD,2014J,682787,1,70.0,3.5,18
DDD,2014J,682813,3,57.666666666666664,14.3,59
DDD,2014J,682819,3,81.66666666666667,20.25,62
DDD,2014J,682897,3,74.33333333333333,18.8,61
DDD,2014J,682968,3,81.66666666666667,21.0,61
DDD,2014J,683091,3,79.33333333333333,20.3,59
DDD,2014J,683396,3,69.33333333333333,16.55,61
DDD,2014J,683486,2,55.0,8.5,44
DDD,2014J,683487,1,50.0,2.5,24
DDD,2014J,683648,3,81.66666666666667,20.5,62
DDD,2014J,683653,3,77.66666666666667,19.05,62
DDD,2014J,683713,3,79.33333333333333,19.8,60
DDD,2014J,683718,3,87.66666666666667,21.55,62
DDD,2014J,684095,3,80.0,20.0,69
DDD,2014J,684141,3,66.66666666666667,17.25,61
DDD,2014J,684217,3,66.66666666666667,17.0,71
DDD,2014J,684233,3,61.666666666666664,15.5,61
DDD,2014J,684241,3,97.66666666666667,24.3,62
DDD,2014J,684305,3,40.0,10.0,62
DDD,2014J,684407,3,83.33333333333333,22.0,62
DDD,2014J,684441,3,76.0,19.05,61
DDD,2014J,684480,3,91.0,23.05,56
DDD,2014J,684632,3,91.66666666666667,22.75,61
DDD,2014J,684663,2,82.5,12.5,40
DDD,2014J,684744,3,70.0,18.25,61
DDD,2014J,684854,3,91.66666666666667,22.75,60
DDD,2014J,684868,1,80.0,4.0,20
DDD,2014J,684936,3,78.33333333333333,19.75,62
DDD,2014J,685015,3,76.0,19.3,61
DDD,2014J,685069,3,36.666666666666664,8.75,62
DDD,2014J,685085,3,78.33333333333333,20.25,61
DDD,2014J,685191,3,90.0,23.25,58
DDD,2014J,685224,3,91.66666666666667,23.0,62
DDD,2014J,685294,3,57.666666666666664,13.55,62
DDD,2014J,685412,3,86.0,21.8,68
DDD,2014J,685458,3,63.333333333333336,15.25,61
DDD,2014J,685474,3,81.0,21.05,62
DDD,2014J,685611,3,84.33333333333333,21.05,61
DDD,2014J,685615,3,84.33333333333333,20.8,62
DDD,2014J,685623,3,86.0,21.55,62
DDD,2014J,685697,3,81.66666666666667,20.25,61
DDD,2014J,685843,3,69.33333333333333,17.8,60
DDD,2014J,685910,3,55.0,14.0,62
DDD,2014J,685964,3,88.33333333333333,22.25,61
DDD,2014J,686018,3,85.0,21.75,62
DDD,2014J,686038,3,73.33333333333333,18.75,62
DDD,2014J,686078,3,73.33333333333333,18.75,62
DDD,2014J,686268,3,58.333333333333336,15.0,62
DDD,2014J,686312,3,83.33333333333333,20.75,58
DDD,2014J,686370,3,87.66666666666667,22.05,61
DDD,2014J,686384,3,74.33333333333333,19.3,62
DDD,2014J,686399,3,86.0,22.05,61
DDD,2014J,686549,3,55.0,14.0,62
DDD,2014J,686584,3,75.0,18.75,61
DDD,2014J,686766,3,92.66666666666667,23.05,62
DDD,2014J,686838,2,42.5,6.25,41
DDD,2014J,686854,3,81.66666666666667,21.0,61
DDD,2014J,686871,3,81.0,20.3,59
DDD,2014J,687050,3,52.666666666666664,13.3,60
DDD,2014J,687244,3,73.33333333333333,18.0,64
DDD,2014J,687384,3,82.66666666666667,21.05,85
DDD,2014J,687411,3,93.33333333333333,23.25,60
DDD,2014J,687446,3,52.666666666666664,13.3,69
DDD,2014J,687600,3,72.66666666666667,18.05,64
DDD,2014J,687720,3,86.66666666666667,21.25,61
DDD,2014J,687765,2,80.0,4.0,41
DDD,2014J,687781,3,86.0,22.05,62
DDD,2014J,687792,3,71.0,18.3,58
DDD,2014J,687823,3,95.0,24.0,62
DDD,2014J,687835,3,86.66666666666667,22.0,62
DDD,2014J,687861,3,76.66666666666667,19.75,55
DDD,2014J,687975,3,74.33333333333333,18.3,62
DDD,2014J,687981,3,85.0,21.5,62
DDD,2014J,688171,1,75.0,3.75,21
DDD,2014J,688175,3,78.33333333333333,19.75,62
DDD,2014J,688284,3,53.333333333333336,14.0,61
DDD,2014J,688437,3,85.0,22.25,62
DDD,2014J,688525,3,60.0,15.0,60
DDD,2014J,688571,3,79.33333333333333,20.55,64
DDD,2014J,688592,3,96.0,23.8,62
DDD,2014J,688608,3,80.0,21.0,61
DDD,2014J,688722,3,90.0,23.0,60
DDD,2014J,688843,3,34.333333333333336,8.3,62
DDD,2014J,688911,3,86.66666666666667,21.75,62
DDD,2014J,689017,3,90.0,23.5,62
DDD,2014J,689038,3,65.0,16.5,61
DDD,2014J,689050,3,76.66666666666667,19.25,61
DDD,2014J,689135,3,78.33333333333333,19.75,62
DDD,2014J,689190,3,95.0,23.5,62
DDD,2014J,689198,1,65.0,3.25,26
DDD,2014J,689231,3,80.0,20.25,60
DDD,2014J,689346,3,46.666666666666664,11.75,67
DDD,2014J,689418,3,86.0,21.3,62
DDD,2014J,689527,2,42.5,7.75,41
DDD,2014J,689574,3,74.33333333333333,19.05,59
DDD,2014J,689650,3,76.66666666666667,19.0,61
DDD,2014J,689759,3,68.33333333333333,16.75,62
DDD,2014J,689900,3,79.33333333333333,19.3,66
DDD,2014J,689921,3,56.666666666666664,14.5,64
DDD,2014J,689956,3,81.66666666666667,20.75,62
DDD,2014J,689990,3,86.66666666666667,21.5,60
DDD,2014J,690133,3,87.66666666666667,21.8,62
DDD,2014J,690168,3,84.33333333333333,21.3,61
DDD,2014J,690192,3,88.33333333333333,22.5,61
DDD,2014J,690225,3,82.66666666666667,21.3,62
DDD,2014J,690298,1,65.0,3.25,20
DDD,2014J,690365,3,79.33333333333333,19.8,62
DDD,2014J,690669,2,55.0,8.25,40
DDD,2014J,690711,3,76.66666666666667,20.0,61
DDD,2014J,690733,3,95.0,24.0,43
DDD,2014J,690783,1,55.0,2.75,27
DDD,2014J,690867,3,73.33333333333333,19.25,62
DDD,2014J,690882,3,81.66666666666667,21.0,62
DDD,2014J,690884,3,59.333333333333336,15.3,63
DDD,2014J,690932,2,52.5,6.75,67
DDD,2014J,691069,3,82.66666666666667,20.55,62
DDD,2014J,691088,3,81.0,20.8,61
DDD,2014J,691202,3,66.0,16.3,62
DDD,2014J,691207,3,75.0,19.5,60
DDD,2014J,691257,2,75.0,12.25,54
DDD,2014J,691428,2,80.0,11.75,41
DDD,2014J,691444,3,51.0,12.8,62
DDD,2014J,691640,3,43.333333333333336,10.0,70
DDD,2014J,691761,3,90.0,23.0,62
DDD,2014J,691782,3,87.66666666666667,22.05,58
DDD,2014J,691834,3,86.66666666666667,21.25,62
DDD,2014J,692426,3,87.66666666666667,21.55,70
DDD,2014J,692477,3,91.66666666666667,22.75,60
DDD,2014J,692603,3,88.33333333333333,21.75,62
DDD,2014J,692652,3,82.66666666666667,21.3,61
DDD,2014J,692753,1,15.0,0.75,20
DDD,2014J,692850,3,91.66666666666667,23.0,62
DDD,2014J,693058,3,89.33333333333333,22.55,62
DDD,2014J,693061,1,80.0,4.0,20
DDD,2014J,693082,3,63.333333333333336,16.0,59
DDD,2014J,693085,3,79.33333333333333,20.3,72
DDD,2014J,693145,3,80.0,20.5,68
DDD,2014J,693161,2,72.5,10.5,62
DDD,2014J,693294,3,74.33333333333333,19.05,62
DDD,2014J,693441,3,88.33333333333333,21.75,60
DDD,2014J,693452,3,78.33333333333333,20.25,61
DDD,2014J,693468,2,42.5,7.0,41
DDD,2014J,693488,3,91.66666666666667,22.75,61
DDD,2014J,693501,3,82.66666666666667,20.05,62
DDD,2014J,693565,3,56.0,14.05,62
DDD,2014J,693569,3,71.66666666666667,18.0,62
DDD,2014J,693606,3,90.0,22.25,59
DDD,2014J,693902,3,65.0,16.5,62
DDD,2014J,694006,3,60.0,15.5,62
DDD,2014J,694010,3,78.33333333333333,19.0,62
DDD,2014J,694019,3,64.33333333333333,15.8,62
DDD,2014J,694147,2,77.5,11.75,43
DDD,2014J,694384,3,76.66666666666667,20.5,61
DDD,2014J,694634,3,72.66666666666667,17.55,62
DDD,2014J,694673,3,61.0,15.55,61
DDD,2014J,694677,3,71.0,18.55,62
DDD,2014J,694698,3,85.0,21.75,61
DDD,2014J,694705,1,50.0,2.5,20
DDD,2014J,694871,3,67.66666666666667,16.3,62
DDD,2014J,694872,3,91.66666666666667,23.25,58
DDD,2014J,694976,3,94.33333333333333,23.55,61
DDD,2014J,695183,3,91.66666666666667,23.25,62
DDD,2014J,695201,3,92.66666666666667,23.05,62
DDD,2014J,695270,3,83.33333333333333,20.5,62
DDD,2014J,695432,3,82.66666666666667,20.55,62
DDD,2014J,695503,3,68.33333333333333,17.0,62
DDD,2014J,695584,2,27.5,3.75,45
DDD,2014J,695611,1,80.0,4.0,20
DDD,2014J,695651,3,79.33333333333333,20.05,61
DDD,2014J,695735,3,65.0,15.25,90
DDD,2014J,695739,3,65.0,17.0,62
DDD,2014J,695759,3,75.0,18.75,60
DDD,2014J,695916,3,82.66666666666667,21.3,61
DDD,2014J,696072,3,81.66666666666667,20.25,62
DDD,2014J,696132,3,71.66666666666667,18.75,64
DDD,2014J,696324,3,71.0,18.3,69
DDD,2014J,696415,3,81.0,20.8,60
DDD,2014J,696430,3,81.66666666666667,20.5,62
DDD,2014J,696501,1,85.0,4.25,20
DDD,2014J,696789,3,69.33333333333333,17.8,61
DDD,2014J,696807,1,35.0,1.75,22
DDD,2014J,696826,3,86.0,21.3,55
DDD,2014J,696937,2,85.0,12.75,41
DDD,2014J,697045,3,83.33333333333333,22.0,61
DDD,2014J,697101,3,95.0,24.0,54
DDD,2014J,697283,1,55.0,2.75,20
DDD,2014J,697433,3,85.0,21.25,62
DDD,2014J,697474,3,51.0,13.55,62
DDD,2014J,697674,3,77.66666666666667,19.55,62
DDD,2014J,697705,3,79.33333333333333,19.55,62
DDD,2014J,697948,3,61.666666666666664,15.0,63
DDD,2014J,698016,3,62.666666666666664,16.05,68
DDD,2014J,698347,3,61.0,16.05,61
DDD,2014J,698351,3,67.66666666666667,16.55,62
DDD,2014J,698399,2,52.5,6.25,42
DDD,2014J,699417,3,82.66666666666667,21.55,62
DDD,2014J,1033968,3,58.333333333333336,13.75,-1
DDD,2014J,1078701,3,93.33333333333333,23.25,59
DDD,2014J,1082062,3,91.66666666666667,23.5,62
DDD,2014J,1173473,3,82.66666666666667,20.8,60
DDD,2014J,1360878,3,69.33333333333333,17.3,61
DDD,2014J,1380308,3,90.0,23.0,58
DDD,2014J,1382719,3,91.0,23.05,62
DDD,2014J,1438584,1,75.0,3.75,20
DDD,2014J,1442215,3,70.0,17.5,68
DDD,2014J,1482413,3,63.333333333333336,16.25,60
DDD,2014J,1492408,3,62.666666666666664,15.55,63
DDD,2014J,1526210,3,86.0,21.3,61
DDD,2014J,1589066,3,73.33333333333333,19.0,57
DDD,2014J,1591864,3,78.33333333333333,19.55,-1
DDD,2014J,1593730,3,89.33333333333333,22.8,61
DDD,2014J,1601739,3,66.0,17.05,62
DDD,2014J,1624025,3,86.33333333333333,21.55,-1
DDD,2014J,1661490,3,70.0,17.25,62
DDD,2014J,1667087,3,87.66666666666667,22.05,62
DDD,2014J,1684787,3,80.0,19.6,-1
DDD,2014J,1687996,3,53.0,12.05,-1
DDD,2014J,1723564,3,92.66666666666667,22.8,62
DDD,2014J,1733160,3,76.66666666666667,18.25,62
DDD,2014J,1747824,3,92.66666666666667,22.8,61
DDD,2014J,1757548,3,91.66666666666667,23.25,61
DDD,2014J,1774297,3,80.0,20.5,62
DDD,2014J,1777223,3,86.33333333333333,21.55,-1
DDD,2014J,1782581,2,93.5,14.100000000000001,39
DDD,2014J,1804143,3,80.0,20.0,-1
DDD,2014J,1822731,3,64.33333333333333,16.8,58
DDD,2014J,1832492,3,54.333333333333336,14.55,65
DDD,2014J,1855583,3,81.66666666666667,20.5,60
DDD,2014J,1879751,3,91.0,22.55,57
DDD,2014J,1881062,3,82.66666666666667,21.05,58
DDD,2014J,1901764,3,91.66666666666667,23.25,65
DDD,2014J,1917311,3,87.66666666666667,21.8,62
DDD,2014J,1925789,3,86.0,21.3,29
DDD,2014J,1935155,3,81.0,21.05,53
DDD,2014J,1986180,3,64.33333333333333,16.55,52
DDD,2014J,1991399,3,93.33333333333333,23.5,62
DDD,2014J,2001461,3,77.66666666666667,19.3,61
DDD,2014J,2008795,3,79.33333333333333,19.55,61
DDD,2014J,2009279,3,74.33333333333333,18.8,62
DDD,2014J,2014252,3,58.666666666666664,15.100000000000001,-1
DDD,2014J,2024838,2,87.5,13.25,39
DDD,2014J,2025354,3,92.66666666666667,23.05,62
DDD,2014J,2025589,3,77.66666666666667,19.3,62
DDD,2014J,2030241,3,23.333333333333332,6.0,70
DDD,2014J,2032882,3,77.66666666666667,19.3,62
DDD,2014J,2039810,3,81.33333333333333,19.9,-1
DDD,2014J,2043939,3,86.0,21.3,61
DDD,2014J,2055671,1,75.0,3.75,20
DDD,2014J,2057959,3,93.33333333333333,24.0,58
DDD,2014J,2075945,3,88.33333333333333,22.0,62
DDD,2014J,2082180,3,89.33333333333333,22.700000000000003,-1
DDD,2014J,2098108,3,66.66666666666667,16.75,67
DDD,2014J,2111313,3,85.0,21.5,62
DDD,2014J,2134578,3,74.66666666666667,19.2,-1
DDD,2014J,2142243,3,81.66666666666667,20.25,60
DDD,2014J,2143922,3,88.33333333333333,21.75,62
DDD,2014J,2150849,3,72.66666666666667,18.05,65
DDD,2014J,2172709,2,100.0,15.0,41
DDD,2014J,2189620,3,92.66666666666667,23.05,60
DDD,2014J,2196923,3,96.66666666666667,24.25,61
DDD,2014J,2201235,3,93.33333333333333,23.75,58
DDD,2014J,2204941,3,74.33333333333333,18.55,60
DDD,2014J,2205559,3,60.0,15.5,63
DDD,2014J,2216442,3,72.66666666666667,18.05,96
DDD,2014J,2224174,3,89.33333333333333,23.05,61
DDD,2014J,2226202,3,62.666666666666664,15.8,61
DDD,2014J,2231512,3,76.0,19.3,61
DDD,2014J,2232340,3,49.333333333333336,12.8,61
DDD,2014J,2235019,3,71.0,18.05,62
DDD,2014J,2257853,3,92.66666666666667,23.8,61
DDD,2014J,2260861,3,91.66666666666667,23.0,59
DDD,2014J,2269148,3,73.33333333333333,18.5,68
DDD,2014J,2278095,3,86.66666666666667,21.75,61
DDD,2014J,2279403,3,91.66666666666667,23.25,59
DDD,2014J,2285405,2,85.0,12.5,62
DDD,2014J,2285527,3,81.0,21.05,60
DDD,2014J,2288599,1,45.0,2.25,20
DDD,2014J,2290604,3,59.333333333333336,14.55,68
DDD,2014J,2307237,3,86.66666666666667,22.0,62
DDD,2014J,2310615,3,82.66666666666667,20.8,61
DDD,2014J,2314761,3,81.66666666666667,20.25,-1
DDD,2014J,2317337,1,65.0,3.25,18
DDD,2014J,2328759,3,54.333333333333336,13.8,61
DDD,2014J,2333244,3,94.0,23.300000000000004,-1
DDD,2014J,2338290,3,84.33333333333333,21.55,57
DDD,2014J,2339789,3,82.66666666666667,20.55,60
DDD,2014J,2341830,3,77.66666666666667,19.8,62
DDD,2014J,2357019,3,68.33333333333333,17.75,62
DDD,2014J,2391689,3,85.0,21.25,61
DDD,2014J,2396471,3,90.0,23.0,61
DDD,2014J,2396643,3,71.0,18.8,60
DDD,2014J,2400764,3,86.0,22.05,62
DDD,2014J,2418277,3,84.33333333333333,21.8,61
DDD,2014J,2423655,3,65.0,16.25,62
DDD,2014J,2432655,3,91.66666666666667,22.5,62
DDD,2014J,2433216,1,55.0,2.75,20
DDD,2014J,2452111,3,76.0,18.3,83
DDD,2014J,2459418,3,51.666666666666664,13.75,62
DDD,2014J,2464683,3,56.0,14.05,69
DDD,2014J,2471673,3,93.33333333333333,23.25,56
DDD,2014J,2476409,3,71.66666666666667,17.5,60
DDD,2014J,2481629,3,76.0,19.05,62
DDD,2014J,2482085,1,80.0,4.0,15
DDD,2014J,2484726,3,75.0,19.5,57
DDD,2014J,2494306,3,91.66666666666667,22.5,62
DDD,2014J,2499525,3,86.0,21.3,61
DDD,2014J,2507993,3,76.0,19.05,61
DDD,2014J,2509321,3,83.33333333333333,20.75,62
DDD,2014J,2516939,3,74.33333333333333,18.55,55
DDD,2014J,2517387,3,66.66666666666667,17.0,63
DDD,2014J,2525964,3,77.66666666666667,19.3,60
DDD,2014J,2527066,3,93.33333333333333,23.0,61
DDD,2014J,2533609,3,84.33333333333333,21.05,61
DDD,2014J,2542116,3,93.33333333333333,23.25,57
DDD,2014J,2542803,3,74.66666666666667,18.5,-1
DDD,2014J,2544678,2,39.0,4.8,62
DDD,2014J,2556345,1,65.0,3.25,19
DDD,2014J,2558893,3,64.33333333333333,16.8,60
DDD,2014J,2560520,3,85.0,21.5,60
DDD,2014J,2561811,3,89.33333333333333,22.4,-1
DDD,2014J,2570274,3,85.0,21.5,62
DDD,2014J,2572145,3,43.333333333333336,10.5,62
DDD,2014J,2588215,3,78.66666666666667,19.3,-1
DDD,2014J,2588655,3,70.33333333333333,17.950000000000003,-1
DDD,2014J,2590864,3,71.0,18.05,57
DDD,2014J,2595457,3,69.33333333333333,17.55,62
DDD,2014J,2595730,3,81.33333333333333,20.400000000000002,-1
DDD,2014J,2605337,3,86.66666666666667,22.0,61
DDD,2014J,2612069,3,76.66666666666667,19.75,62
DDD,2014J,2612342,3,56.666666666666664,14.75,61
DDD,2014J,2615169,3,58.333333333333336,14.350000000000001,-1
DDD,2014J,2615956,3,84.33333333333333,21.55,61
DDD,2014J,2622441,3,86.0,21.05,62
DDD,2014J,2636552,3,83.33333333333333,20.150000000000002,66
DDD,2014J,2641935,3,86.66666666666667,21.75,61
DDD,2014J,2643240,3,64.33333333333333,16.3,60
DDD,2014J,2646737,3,77.0,18.950000000000003,68
DDD,2014J,2648271,2,60.0,9.0,39
DDD,2014J,2650337,3,81.0,19.55,62
DDD,2014J,2653689,3,59.333333333333336,15.05,66
DDD,2014J,2654602,3,77.66666666666667,19.55,69
DDD,2014J,2662152,3,86.0,21.3,62
DDD,2014J,2668945,3,74.33333333333333,18.55,71
DDD,2014J,2675393,1,40.0,2.0,20
DDD,2014J,2677210,3,89.33333333333333,22.3,62
DDD,2014J,2678380,3,86.0,21.3,55
DDD,2014J,2680988,3,99.33333333333333,24.8,59
DDD,2014J,2681782,1,70.0,3.5,26
DDD,2014J,2684043,3,84.33333333333333,21.05,61
DDD,2014J,2685863,3,71.66666666666667,18.25,62
DDD,2014J,2689863,3,72.66666666666667,19.05,61
EEE,2013J,35355,2,86.0,37.84,67
EEE,2013J,42638,2,81.0,35.400000000000006,66
EEE,2013J,43564,2,96.0,42.480000000000004,66
EEE,2013J,54062,2,82.5,36.84,68
EEE,2013J,63112,2,92.0,40.96,66
EEE,2013J,66713,2,80.5,34.64,68
EEE,2013J,70214,2,57.5,25.240000000000002,68
EEE,2013J,76579,1,69.0,11.040000000000001,33
EEE,2013J,88568,2,90.5,39.52,67
EEE,2013J,96873,1,92.0,14.72,32
EEE,2013J,105168,2,87.5,38.440000000000005,74
EEE,2013J,107339,2,99.0,43.56,68
EEE,2013J,113698,2,61.0,27.560000000000002,74
EEE,2013J,113824,2,76.0,31.400000000000006,69
EEE,2013J,117197,2,83.0,37.96,65
EEE,2013J,126337,2,77.0,32.32,70
EEE,2013J,128929,2,96.0,41.760000000000005,66
EEE,2013J,132123,2,93.0,40.56,64
EEE,2013J,134982,2,70.5,29.880000000000003,68
EEE,2013J,140060,2,86.5,38.0,67
EEE,2013J,140518,1,92.0,14.72,33
EEE,2013J,143711,2,88.5,39.0,68
EEE,2013J,144448,2,94.5,41.64,68
EEE,2013J,146974,2,79.0,33.800000000000004,75
EEE,2013J,153788,2,66.0,30.0,68
EEE,2013J,160536,2,97.5,42.72,68
EEE,2013J,164968,2,94.5,42.120000000000005,67
EEE,2013J,165509,2,77.0,33.400000000000006,69
EEE,2013J,173710,2,91.5,39.84,67
EEE,2013J,173834,2,96.5,42.160000000000004,64
EEE,2013J,174010,2,94.0,41.0,67
EEE,2013J,176086,1,68.0,10.88,29
EEE,2013J,188273,2,95.0,41.56,66
EEE,2013J,189629,2,74.5,33.08,68
EEE,2013J,191000,2,80.5,36.44,67
EEE,2013J,195234,2,56.0,24.520000000000003,68
EEE,2013J,197486,2,73.5,32.28,67
EEE,2013J,200095,2,93.5,40.72,68
EEE,2013J,202677,2,77.0,34.0,73
EEE,2013J,205425,2,94.5,41.160000000000004,66
EEE,2013J,227192,2,83.5,37.28,68
EEE,2013J,233311,2,94.5,41.52,67
EEE,2013J,233771,2,90.0,39.24,67
EEE,2013J,234311,2,78.0,33.96000000000001,68
EEE,2013J,242778,2,84.0,36.84,67
EEE,2013J,242858,2,89.0,39.160000000000004,68
EEE,2013J,245316,2,87.5,38.56,68
EEE,2013J,245494,2,88.0,38.480000000000004,67
EEE,2013J,245605,2,92.0,40.24,67
EEE,2013J,246060,2,99.5,43.72,68
EEE,2013J,250047,2,91.0,40.160000000000004,64
EEE,2013J,259662,2,78.5,34.480000000000004,64
EEE,2013J,265769,2,91.0,40.400000000000006,75
EEE,2013J,266915,2,59.0,26.320000000000004,68
EEE,2013J,269764,2,87.5,38.68,75
EEE,2013J,270638,2,81.0,35.52,67
EEE,2013J,275162,2,81.5,35.080000000000005,83
EEE,2013J,280017,2,74.0,31.480000000000004,68
EEE,2013J,281656,1,95.0,15.200000000000001,33
EEE,2013J,283133,2,92.0,40.6,67
EEE,2013J,286262,1,78.0,12.48,40
EEE,2013J,286527,2,63.5,28.480000000000004,68
EEE,2013J,288282,2,75.0,32.88,67
EEE,2013J,290382,2,92.0,40.480000000000004,68
EEE,2013J,297853,2,99.5,43.72,67
EEE,2013J,300592,2,72.5,33.4,68
EEE,2013J,305036,2,76.5,33.36,68
EEE,2013J,305783,2,89.5,38.84,67
EEE,2013J,306150,2,71.0,30.28,66
EEE,2013J,311845,2,95.0,41.56,68
EEE,2013J,313501,2,89.5,39.2,68
EEE,2013J,324332,2,83.5,36.080000000000005,68
EEE,2013J,328844,2,83.0,37.0,67
EEE,2013J,328942,2,93.0,40.56,63
EEE,2013J,329673,2,88.5,38.52,66
EEE,2013J,330530,2,57.5,24.520000000000003,74
EEE,2013J,333493,2,94.5,41.28,67
EEE,2013J,333976,1,70.0,11.200000000000001,43
EEE,2013J,334154,2,94.0,41.6,66
EEE,2013J,336402,2,87.0,38.64,68
EEE,2013J,338894,2,58.0,26.48,67
EEE,2013J,339640,2,91.0,39.92,67
EEE,2013J,339785,2,75.5,33.760000000000005,75
EEE,2013J,342962,2,71.5,30.680000000000003,68
EEE,2013J,343543,2,94.0,41.36000000000001,65
EEE,2013J,344676,2,78.5,34.6,67
EEE,2013J,347518,2,92.5,40.52,67
EEE,2013J,348351,2,80.5,35.24,67
EEE,2013J,348655,2,78.0,33.36,66
EEE,2013J,356568,2,80.5,33.92,77
EEE,2013J,363939,2,87.0,38.52,67
EEE,2013J,365222,2,80.5,35.6,68
EEE,2013J,365762,1,67.0,10.72,33
EEE,2013J,368483,1,66.0,10.56,33
EEE,2013J,369119,2,70.0,30.800000000000004,68
EEE,2013J,374192,2,95.5,41.96,68
EEE,2013J,374739,2,53.0,24.16,67
EEE,2013J,378920,2,92.5,40.64,67
EEE,2013J,379528,2,64.0,28.04,68
EEE,2013J,384797,2,87.5,38.800000000000004,68
EEE,2013J,387537,2,81.0,35.04,68
EEE,2013J,387648,2,95.5,41.84,74
EEE,2013J,388912,1,83.0,13.280000000000001,33
EEE,2013J,388923,2,92.0,40.36000000000001,68
EEE,2013J,390029,2,88.5,39.60000000000001,69
EEE,2013J,391466,2,88.5,39.0,68
EEE,2013J,392994,2,98.0,43.120000000000005,66
EEE,2013J,394060,2,74.5,31.64,78
EEE,2013J,396631,2,69.5,31.0,68
EEE,2013J,397149,2,79.0,33.92,68
EEE,2013J,397557,2,47.0,22.360000000000003,68
EEE,2013J,397797,1,57.0,9.120000000000001,33
EEE,2013J,398877,2,76.5,32.64,66
EEE,2013J,401011,2,80.0,35.2,69
EEE,2013J,401296,2,90.0,39.24,68
EEE,2013J,404050,2,79.0,33.440000000000005,75
EEE,2013J,404449,2,82.5,36.120000000000005,67
EEE,2013J,406121,2,89.5,39.800000000000004,69
EEE,2013J,406549,2,84.0,37.92,67
EEE,2013J,407453,2,93.5,40.84,67
EEE,2013J,407876,1,49.0,7.84,33
EEE,2013J,412911,2,76.5,32.88,67
EEE,2013J,413702,1,46.0,7.36,32
EEE,2013J,416420,2,86.0,36.64,68
EEE,2013J,417724,2,89.5,39.080000000000005,66
EEE,2013J,418900,2,77.0,32.2,68
EEE,2013J,419223,2,89.0,38.92,67
EEE,2013J,420173,2,94.0,41.24,67
EEE,2013J,425274,2,50.0,23.080000000000005,68
EEE,2013J,425714,1,66.0,10.56,33
EEE,2013J,427413,2,93.0,40.92,65
EEE,2013J,431014,2,73.5,31.200000000000003,67
EEE,2013J,434562,2,94.0,41.480000000000004,67
EEE,2013J,434759,2,89.5,39.68,67
EEE,2013J,435277,2,88.5,39.0,62
EEE,2013J,438283,2,71.0,29.92,70
EEE,2013J,440610,2,90.0,38.64,66
EEE,2013J,441540,2,94.5,41.160000000000004,67
EEE,2013J,441858,2,91.5,39.36,63
EEE,2013J,442807,2,86.5,37.64,68
EEE,2013J,442937,1,89.0,14.24,32
EEE,2013J,443181,2,84.5,37.0,68
EEE,2013J,444403,2,83.0,36.88,67
